CUMULATIVE PADA INDEX OF METRIC SAIVA TEXTS


Contributors:
Dominic Goodall, Reinhold Gruenendahl, Oliver Hellwig, 
Harunaga Isaacson, Nibedita Rout, S.A.S. Sarma,R. Sathyanarayanan, 
Peter Schreiner, Somadeva Vasudeva, Mei Yang
(For details see the files of the individual texts.)

         


Currently comprising the GRETIL versions of:

BhStc_ = Bhatta Narayana: Stavacintamani
CakBhst_ = Cakrapaninatha: Bhavopaharastotra 
Dka_ = Devikalottara-Agama (Devikalottaragama)
GorS(1)_ / GorS(2)_ = Goraksanatha (=Gorakhnath): Goraksasataka (2 versions)
JsSpst_ = Jnanasambhu: Sivapujastava
KubjT_ = Kubjikamatatantra
MrgT_ = Mrgendragama [or Mrgendratantra]
Saul_ = Saundaryalahari (attrib. to Samkara)
SUp_ = Siva-Upanisad
SvaT_ = Svacchandatantra [or Svacchandabhairavatantra]
ToT_ = Todalatantra
VT_ = Vinasikhatantra



___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!   
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE. 
                                       
Text converted to Classical Sanskrit Extended (CSX) encoding:
                                       
description             character  =ASCII   
                                       
long a                  à             224   
long A                  â             226   
long i                  ã             227   
long I                  ä             228   
long u                  å             229   
long U                  æ             230   
vocalic r               ç             231   
vocalic R               è             232   
long vocalic r          é             233   
vocalic l               ë             235   
long vocalic l          í             237   
velar n                 ï             239   
velar N                 ð             240   
palatal n               ¤             164   
palatal N               ¥             165   
retroflex t             ñ             241   
retroflex T             ò             242   
retroflex d             ó             243   
retroflex D             ô             244   
retroflex n             õ             245   
retroflex N             ö             246   
palatal s               ÷             247   
palatal S               ø             248   
retroflex s             ù             249   
retroflex S             ú             250   
anusvara                ü             252   
capital anusvara        ý             253   
visarga                 þ             254   

long e                  ¹             185   
long o                  º             186   
l underbar              ×             215   
r underbar              Ÿ             159   
n underbar              ­             173   
k underbar              É             201   
t underbar              Â             194   
                                       
Other characters of the CSX encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of CSX and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________




a-u-ma-kàrasaüyuktaü  KubjT_8.59c
aõimà laghimà caiva  SvaT_11.149c
aõãyo dç÷yate rajaþ  SvaT_10.15b
aõutarpaõameva ca  SvaT_4.66b
aõutvea sati kartçtvàd  SRtp_62a
aõumàtrà hçdi sthità  KubjT_6.4d
aõuråpo naki¤canaþ  KubjT_6.16d
aõuvaiùamyadar÷anàt  SRtp_50b
aõånàmarthadar÷ane  SRtp_259d
aõånàmavikàro 'pi  SRtp_314c
aõånàmeva bandhanàt  SRtp_241d
aõånàü malahetukaþ  SRtp_247b
aõoreva na sarveùàm  SRtp_249c
aõóaü vai vãrabhadrasya  SvaT_10.761a
aõóànàü tu sahasrakam  SvaT_10.3d
aõóànyatrohakaiþ saha  SvaT_10.6b
aõóaiþ ÷ikharamaõóitaiþ  SvaT_10.580d
ata àtmaguõànaùñau  SvaT_10.409c
ata uccàñanaü kuryàc  VT_165a
ata årdhvaü tu deve÷i  SvaT_10.965c
ata årdhvaü nibodha me  SvaT_10.89b
ata årdhvaü pravakùyàmi  SvaT_10.344a
ata årdhvaü pravakùyàmi  SvaT_10.828a
ata årdhvaü pravakùyàmi  SvaT_10.949c
ata årdhvaü pravakùyàmi  SvaT_10.1005c
ata årdhvaü mahàdevi  SvaT_10.1043c
ata årdhvaü vãrabhadro  SvaT_10.1042c
ata årdhvaü samàkhyàtaü  SvaT_10.982a
ata årdhvaü sthità ÷aktiþ  SvaT_10.1241a
ata årdhvaü hariharau  SvaT_10.1113a
ata eva mahàkàlo  ToT_1.22a
ata eva mahe÷àni  ToT_1.6c
ata eva mahe÷àni  ToT_1.9a
ata eva mahe÷àni  ToT_5.10a
ata eva mahe÷àni  ToT_5.40c
ata eva mahe÷àni  ToT_6.14c
ata eva mahe÷àni  ToT_7.20c
ata eva sa pàpiùñhaþ  ToT_5.38a
atadråpàpi tadråpa-  SRtp_242c
atalaü parikãrtitam  ToT_7.35b
atalaü vitalaü caiva  ToT_2.8a
ata÷ca puùkaràkhye ca  SvaT_10.321c
atasãpuùpasannibhaþ  SvaT_10.159d
atasãpuùpasaükà÷aü  SvaT_2.76c
atasãpuùpasaünibhaþ  SvaT_10.740b
atasãpuùpasaünibhàþ  SvaT_2.64d
atastantràvatàràrthaü  SvaT_8.27a
atastàrà prakãrtità  ToT_6.42b
atas te vistãrõo gurur ayam a÷eùàü vasumatãü  Saul_81c
atas te ÷ãtàü÷or amçtalaharãm amlarucayaþ  Saul_63c
atas tvadbhogena pratidinam idaü riktakuharaü  Saul_95c
atas tvàm àràdhyàü hariharavira¤cyàdibhir api  Saul_1c
ataþ kaõñhe vi÷uddhàkhye  GorS(1)_62c
ataþ kàla-bhayàd brahmà  GorS(2)_93a
ataþ kiü bahunoktena  KubjT_8.80c
ataþ parataraü devi  SvaT_10.788c
ataþ parataraü nàsti  Stk_20.8e
ataþ paraü tu puruùaþ  SvaT_12.105a
ataþ paraü pravakùyàmi  VT_207a
ataþ paraü pravakùyàmi  VT_224c
ataþ paraü pravakùyàmi  SvaT_9.1a
ataþ paraü pravakùyàmi  SvaT_10.761c
ataþ paraü pravakùyàmi  SvaT_10.799c
ataþ paraü pravakùyàmi  SvaT_10.942a
ataþ paraü pravakùyàmi  SvaT_10.946a
ataþ paraü pravakùyàmi  KubjT_4.75a
ataþ paraü pravakùyàmi  Stk_3.1a
ataþ paraü pravakùyàmi  Stk_6.1a
ataþ paraü pravakùyàmi  Stk_7.1a
ataþ paraü pravakùyàmi  Stk_16.1a
ataþ paraü pravakùyàmi  Stk_21.1a
ataþ paraü bhavenmàyà  SvaT_10.1138c
ataþ paraü varàrohe  SvaT_10.31a
ataþ pà÷àüstu dãpayet  SvaT_3.184b
ataþ puruùatattve tu  SvaT_10.1069a
ataþ ÷àñhyaü na kàrayet  KubjT_8.31d
ataþ ÷eùaþ ÷eùãty ayam ubhayasàdhàraõatayà  Saul_34c
ataþ sà kuõóalã devã  ToT_8.21c
atàntrikàõàmanyeùàü  SvaT_10.74a
atàrakaü ca deve÷i  SvaT_11.154a
atàraõamathàpi ca  SvaT_11.153d
atàramasutàraü ca  SvaT_11.153c
atikàntena råpeõa  SvaT_10.774c
atikàntena råpeõa  SvaT_10.777c
atikruddho 'tibhãta÷ca  SvaT_7.276a
atiguhyaü samàkhyàtaü  SvaT_10.873a
atighaõñàtighorà ca  KubjT_21.29c
atidãrghastathà hrasvaþ  SvaT_1.17a
atinidràkara÷cànyo  SvaT_7.312c
atibhaktirasàve÷a-  CakBhst_5a
atibhåti÷ca sthàõukaþ  SvaT_10.1058d
atimàrgamiti smçtam  SvaT_11.182d
atimàrgaü prakãrtitam  SvaT_11.182b
atimàrgàntagocare  SvaT_11.189d
atiråpà manoharà  KubjT_21.66b
atiraudrà subhãùaõà  KubjT_17.17b
ativàllabhyataþ sàdhu  BhStc_4c
ativegavatã mahà  KubjT_21.90d
ati÷ubhreõa dehena  SvaT_10.780a
atisåkùmaü paraü ÷ivam  SvaT_6.4d
atisnehena deve÷i  ToT_6.57a
atãtanàgatàrabdha-  SvaT_4.149a
atãta÷ caiva pàda÷ ca  KubjT_1.43c
atãtaü kàraõe÷varam  KubjT_19.92b
atãtaü buddhibhàvànàm  SvaT_11.182a
atãtaþ suprabuddhastu  SvaT_4.239c
atãtà tu yadà sà vai  KubjT_5.89c
atãtànàgataü caiva  SvaT_7.329c
atãtànàgataü sarvaü  KubjT_10.89a
atãtànubhavasmçteþ  MrgT_1,2.25b
atãndriyam anàbhàùaü  KubjT_19.92c
atãva ÷obhanaü tacca  SvaT_10.237a
ato çùikulaü bhavet  SvaT_10.1132b
ato dharmisvabhàvo hi  SvaT_4.436a
ato 'dhvànaþ kalàdayaþ  SRtp_89b
ato na màyopàdànaü  SRtp_48c
ato nàyaü pçthak ÷akteþ  SRtp_133c
ato 'nteùñiü tu hutvà vai  SvaT_10.412c
ato 'nyat sampravakùyàmi  VT_199c
ato bandhastayormataþ  SRtp_249d
atobuddhiguõànviduþ  SvaT_10.1095b
ato bhagavatã pçthvã  SvaT_10.121c
ato yadyatsamãhitam  MrgT_4.33b
ato råpamavasthànaü  SvaT_10.1163a
ato 'rthaü kathaya sphuñam  KubjT_1.40d
ato'rthaü gopayanty etàs  KubjT_18.72a
ato'rthaü gopayed devi  KubjT_7.111c
ato'rthaü gopitaü tantraü  KubjT_16.29c
ato 'rthaü toùayed gurum  KubjT_13.59d
ato 'rthaü saha saüyogaü  KubjT_13.92c
atordhvaü dvàda÷àïgaü tu  KubjT_18.36a
atordhvaü yoginãnàü tu  KubjT_15.36c
atordhve dakùiõe haste  KubjT_24.14a
atordhve yantrakarmàõi  KubjT_23.152a
ato vij¤ànadãkùàü tu  SvaT_5.52c
ato vimuktàþ sarvaj¤à  SRtp_257c
ato hi nirbhayo vidvàn  Dka_4a
ato hetubalàkràntàþ  SRtp_225a
atnacårõasamujjvalaiþ  SvaT_10.577b
atyadbhutam akàraõam  KubjT_23.84b
atyadbhutam anàmayam  KubjT_1.44d
atyadbhutamavasthità  SvaT_10.487b
atyantatamasàviùñàþ  SvaT_11.170a
atyantanipunaü devi  KubjT_25.2a
atyarthamupabçühitaþ  SvaT_7.143d
atyucchritàü suvistãrõàü  SUp_6.119c
atyutpàvanamuttamam  MrgT_4.64b
atra kalpe mayà tubhyaü  KubjT_1.47c
atra kalpe varàrohe  KubjT_25.190a
atra ki¤cid udàhçtam  KubjT_10.32b
atra ca trãõi tattvàni  SRtp_114c
atra càïgàrakaþ sarpir  SvaT_10.490c
atra jàtaü jagat sarvaü  KubjT_11.16a
atra jàtaü jagat sarvaü  KubjT_15.55a
atra te puõyakarmàõaþ  SvaT_10.754a
atra digdhvà hunen mantrã  VT_268a
atra devi sphuñaü tubhyaü  KubjT_8.62c
atra pà÷opari hyàtmà  SvaT_4.433a
atra pãñhàvatàraõam  KubjT_25.220b
atra bhedair anekai÷ ca  KubjT_6.91c
atra madhye trayaü ÷reùñham  KubjT_12.85a
atra madhye mahe÷àni  KubjT_14.18a
atra mantràþ samutpannà  KubjT_16.43c
atra yogaü pravakùyàmi  KubjT_13.9a
atra yogàbhipannànàm  KubjT_11.94c
atra yo vi÷ate ka÷cit  KubjT_2.30c
atra ràjà mahendro vai  SvaT_10.514c
atra råpasamàlabdhaþ  KubjT_19.72c
atra vaþ kiü niyàmakam  MrgT_1,9.16b
atra vij¤ànasambhavaþ  KubjT_19.3d
atra sarvaü pratiùñhitam  KubjT_7.6d
atra sarvaü samàpyate  KubjT_17.112b
atra sàrataraü proktaü  KubjT_20.56a
atra-siddhiþ sthità devi  VT_62a
atra sçùñiþ samutpannà  KubjT_14.14c
atra sthito na kenàpi  KubjT_18.108a
atra homo japo dhyànaü  SvaT_7.34a
atràkà÷e pravakùyàmi  SvaT_10.886c
atràj¤ànavirodhinã  KubjT_25.200d
atràj¤à pàrame÷varã  KubjT_23.141d
atràdhvà tu varàrohe  KubjT_25.149a
atràntaram idaü j¤ànaü  VT_122c
atràpi yàgam evoktaü  VT_119a
atràvalokanaü kçtvà  SvaT_4.125a
atràsaubhagavànrudro  SvaT_10.590a
atri÷caiva vasiùñha÷ca  SvaT_10.506a
atraiva tvàpyatattve tvaü  SvaT_10.853a
atraiva bhuvanaü ÷çõu  SvaT_10.935d
atraiva siddhasantàne  KubjT_3.98a
atraivàdhyàtmàhoràtre tv  SvaT_7.89c
atroktamàcaredatra  ToT_4.45a
atrotpannaü samastaü hi  KubjT_25.158c
atrotpannàni sarvàõi  KubjT_16.38c
atrodyànaü mahàvanam  KubjT_20.9b
atha kàlàgnirudràdhaþ  SvaT_10.2c
atha cet tan mçùà vàkyaü  KubjT_3.37c
atha cet paripakvasya  KubjT_10.76a
atha cet pårvavihitàü  KubjT_12.19c
atha cetsadasadbhàvaþ  MrgT_1,2.19c
atha cet sarvapãñheùu  KubjT_7.27a
atha ced abhyased evaü  KubjT_13.74a
atha ced gurusàmarthyàd  KubjT_3.54a
atha ced darpamåóhas tu  KubjT_3.126c
atha ced duùñakarmàõàü  KubjT_23.146a
atha ced vçkùamålàdho  KubjT_19.42a
atha tànbhàvitànmatvà  MrgT_1,1.3a
atha teùàü bharadvàjo  MrgT_1,1.21a
atha dãkùàdhva÷uddhyarthaü  SvaT_4.79c
atha dãkùàü pravakùyàmi  Stk_8.1a
atha dehàdisàpekùaü  MrgT_1,10.17a
atha dhyàne hyaku÷alo  SvaT_9.99a
atha païke nimajjanam  SvaT_4.19d
atha pàr÷ve tathà carme  ToT_8.4a
atha pårvasthito liïge  SUp_2.1a
atha pramàõaü tatràtmà  MrgT_1,2.13a
atha bhaktyà ÷ivaü påjya  SUp_6.1a
atha maithunam àgate  KubjT_9.65b
atha raktà÷vamàrasya  SvaT_13.39c
atha rakùàvidhàneùu  SvaT_9.49c
atharvaþ puruùaþ smçtaþ  Stk_22.14b
atharvà¤janavacchyàmaþ  SvaT_10.530a
atharvà su÷ivastathà  SvaT_10.1051b
atha vakùye mahàvidyà-  ToT_6.21a
athavà kacchapasya tu  VT_113d
athavà kuïkumena tu  KubjT_24.160d
athavà guñikàü kçtvà  SvaT_9.91c
athavàcamya suvrate  SvaT_3.98d
athavà caikahastakam  VT_26d
atha vàtakaphàkràntaþ  KubjT_25.21c
atha vàtabharàkrànto  KubjT_25.20a
atha vàtra mahàdevi  SvaT_10.344c
athavàda÷alakùàõi  VT_305c
athavà nijanàsàgre  ToT_9.22a
athavà padmasåtreõa  VT_287c
athavà paratattvasthaþ  SvaT_7.226c
athavà parame÷àni  ToT_9.25a
athavà bhasmamaõóale  VT_114d
athavà màrayetkùipraü  SvaT_6.85c
athavàmnàyam àdhàraü  KubjT_19.118a
athavà raktacandanaiþ  VT_267d
athavà ràjataü såtram  KubjT_24.157a
athavà sa japàdevam  SvaT_7.143c
atha và hastapàdayoþ  SvaT_4.20d
athavà hçdi maõóale  VT_115b
atha vij¤ànaråpeõa  SvaT_4.515a
atha vi÷vanimittasya  MrgT_1,6.1a
atha vyaktàntaràdbuddher  MrgT_1,11.20a
atha÷abdàdyalaükçtam  MrgT_3.50b
atha ÷eùàrthasiddhyarthaü  MrgT_1,12.1a
atha ÷yàmaü vincintayet  KubjT_8.21b
atha ÷rutvà mahàhàsyaü  KubjT_20.76a
atha ùaóakùarasyàsya  ToT_6.23a
atha sarvaj¤avàkyena  MrgT_1,9.1a
atha sàmànyaråpeõa  KubjT_7.48a
atha siddhyàdivargàõàü  MrgT_1,11.1a
atha spaùñataraü devi  KubjT_12.53c
atha svargàpavargàrthe  SUp_7.1a
athàgneyaü mahàsnànam  SUp_5.1a
athàõurudra÷aktisthà  KubjT_13.55c
athàtaþ sampravakùyàmi  ToT_5.32c
athàtaþ sampravakùyàmi  ToT_10.4a
athàtaþ sampravakùyàmi  SvaT_13.8a
athàtaþ sampravakùyàmi  KubjT_23.149a
athàtaþ sampravakùyàmi  KubjT_23.154a
athàtaþ sampravakùyàmi  Stk_1.4a
athàtaþ sampravakùyàmi  Stk_13.1a
athàto de÷ikàdãnàü  MrgT_3.1a
athàtmavatàü matvà [và]  MrgT_4.1a
athàdyamaõóalaü yones  KubjT_19.119a
athànàdimalàpetaþ  MrgT_1,2.1a
athànekabhujànanà  KubjT_19.62b
athànyat paramaü vakùYe  KubjT_12.30a
athànyat paramaü vakùye  KubjT_23.51a
athànyat sampravakùyàmi  ToT_2.17c
athànyat sampravakùyàmi  KubjT_25.172a
athànyatspar÷avij¤ànaü  SvaT_7.196c
athànyam api vakùyàmi  KubjT_23.158a
athànyaviùayaü vàkyam  MrgT_1,1.13a
athànyaü sampravakùyàmi  KubjT_24.58c
athànyaü sampravakùyàmi  KubjT_25.121c
athànyair alpavittai÷ ca  SUp_3.1a
athàparà parà khyàtà  KubjT_22.17a
athàbdodaya ucyate  SvaT_7.89d
athàbhicàrakaü kuryàt  VT_155a
athàbhiùeka àcàrye  SvaT_4.455a
athàrcanaü pravakùyàmi  SvaT_2.1a
athàvidyàdayaþ pà÷àþ  MrgT_1,7.1a
athà÷aktaþ pramàdã và  KubjT_22.21c
athà÷akyaü yataþ ÷akyam  MrgT_1,9.16a
athàstyutpàdikà ÷aktir  MrgT_1,9.18a
athàstvevaü ghañe nyàyaþ  MrgT_1,1.12a
athà hinà mahàdevi  SvaT_9.94a
athendriya÷arãràrthai÷  MrgT_1,8.1a
athaikabhinnàvicchinnaü  SUp_4.1a
athaikaviniyogitve  MrgT_1,11.12a
athaikavãramà÷ritya  SvaT_9.47a
athaitàüstu namaskçtya  SvaT_3.93a
athaivaü bruvate kecit  MrgT_1,11.11a
athoktàrthaprasiddhyarthaü  MrgT_1,13.1a
athopari mahàvidyà  SvaT_10.1142c
athopariùñàtkàlàgniþ  SvaT_10.11a
athopariùñàttattvàni  SvaT_10.668a
athopariùñàddeve÷i  SvaT_10.1088c
athopalabhya dehàdi  MrgT_1,3.1a
athordhvaü guõatattvaü tu  SvaT_10.1046c
athordhvaü guru÷iùyàõàü  SvaT_10.1074a
athordhve niyatirj¤eyà  SvaT_10.1106a
athordhve bhuvanaü devyàþ  SvaT_10.711a
athordhve vàyvàvaraõaü  SvaT_10.873c
adakùe dasyupãóanam  SvaT_1.23b
adattaü parame÷vari  SvaT_5.47d
adambhitvamamàyitvam  SvaT_10.64c
adivyakalpamadhyasthà  KubjT_15.25c
adãkùitànàü purato  SvaT_5.51a
aduùñaü gurave naraþ  SUp_6.204b
adç÷ãkaraõe hy eùà  KubjT_7.80a
adç÷yamagràhyamacintyaråpam  Dka_59d
adçùñaguõalakùaõam  KubjT_3.81d
adçùñaguõalakùaõam  KubjT_19.97b
adçùñavigrahàyàtaü  SvaT_8.27c
adçùñavigrahe÷ànam  KubjT_3.78c
adçùñavigrahe÷àna÷  KubjT_2.123c
adçùñaü pa÷ubhiþ sadà  MrgT_1,7.6d
adçùñaü såkùmabhàvataþ  MrgT_1,8.3d
adehàc ca samutpanne  KubjT_24.115a
adya dhanyaþ kçtàrtho 'ham  KubjT_1.13a
adyaprabhçti kartavyety  SvaT_4.472c
adya me saphalaü janma  KubjT_1.12a
adya me saphalaü tapaþ  KubjT_1.12b
adya me saphalaü sarvaü  KubjT_1.13c
adya me saphalaü sthànaü  KubjT_1.12c
adya me saphalà gatiþ  KubjT_1.13b
adyàpi saü÷ayo deva  Stk_17.1a
adyàpi saü÷ayo nàtha  KubjT_4.2a
adyetyàdi samuccàrya  ToT_3.34c
adrohã cànasåya÷ca  SvaT_10.61a
advayatvaü vrajen nityaü  GorS(1)_100c
advayatvaü vrajen nityaü  GorS(1)_101c
advayeti niùedho 'pi  SRtp_219a
advaitakùapaõakùamaiþ  SRtp_222d
advaitapariniùñhitàþ  SvaT_10.525b
advaitahànirevaü syàn  MrgT_1,2.14a
advaitaü teùu sarvathà  KubjT_10.147b
advaitaü samanuùñhayet  KubjT_10.143b
advaitàgnau juhomy antaþ  CakBhst_40c
adha årdhvamanantastu  SvaT_10.1131c
adha årdhvaü vahedyasmàt  SvaT_7.23a
adha årdhvaü vyavasthitaþ  SvaT_11.34d
adha oükàrasaüyuktaü  VT_75a
adhamaü bhåcaraü karma  KubjT_18.127c
adhamaü madhyamottamam  SvaT_9.46b
adhamàd uttamaü j¤ànaü  KubjT_10.144a
adhamànmadhyamottamàn  SvaT_2.154b
adhamànyatha madhyàni hy  SvaT_13.7a
adhamà madhyamottamà  SvaT_2.281b
adhamà madhyamottamà  SvaT_7.120b
adhamà madhyamottamàþ  SvaT_15.35d
adhamàü madhyamottamam  SvaT_6.53d
adhame ca ghano gharmaþ  GorS(1)_49a
adhamottamamadhyamàþ  KubjT_5.55d
adharottarabhàgena  SUp_6.149c
adharmakùayakàriõã  SvaT_4.143d
adharmatàbuddhimattvaü  SvaT_12.72a
adharma÷ca tathàj¤ànam  SvaT_10.1096a
adharma÷ca tathàj¤ànam  SvaT_12.42a
adharma÷càsvatantratà  SvaT_10.1101d
adharmaü ca tathàj¤ànam  SvaT_2.162c
adharmaü ca tathàj¤ànam  SvaT_11.137c
adharmàj¤ànàvairàgyam  SvaT_2.63c
adharmàdyàþ prakãrtitàþ  SvaT_11.144b
adharmàdyeùu yàni syus  SvaT_11.174a
adharmeõa nimittataþ  SvaT_11.177b
adha÷càreõa jàto 'sau  SvaT_7.240c
adha÷càre bhavetsçùñir  SvaT_7.240a
adha÷caiva sadà÷ivàt  SvaT_10.1190b
adha÷ cordhvaü ca dhàvati  GorS(1)_26b
adha÷ cordhvaü ca dhàvati  GorS(2)_39 (=1|26)b
adha÷cordhvaü samantataþ  SvaT_3.210b
adha÷ cordhvena bhàvini  KubjT_5.132b
adha÷chàdanamårdhvagam  SvaT_2.163b
adha÷chàdanamårdhvaü ca  SvaT_2.65c
adha÷chàdanamårdhvaü ca  SvaT_3.11c
adhastàccakravàñasya  SvaT_10.211a
adhastàcchiùyamàtmànaü  Stk_22.3c
adhastàtte vrajantyatra  SvaT_11.63a
adhastàt pãóayed bhç÷am  KubjT_23.167b
adhastàt sarvataþ proktà  VT_89a
adhastàt setumàrgasya  KubjT_9.25c
adhastàd àtmatattvaü tu  VT_82a
adhastàd yonisambhavà  KubjT_14.23b
adhastàvadvyavasthitaþ  Stk_20.2b
adhastàùñàda÷asaüyutam  VT_131d
adhastàü prathamàü tuñim  SvaT_7.77d
adhastu dhåmravarcasaþ  SvaT_10.892d
adhaþkàraõapa¤cakam  SvaT_10.1260d
adhaþ kàlàgnirudro 'nyaþ  SvaT_10.657a
adhaþpuñe tu vij¤eyà  SvaT_10.1125a
adhaþ pårõàsamanvitam  MrgT_3.25d
adhaþ pravahaõe siddhir  SvaT_7.57a
adhaþ pràõaü samànãya  KubjT_23.170c
adhaþ÷aktiniku¤canàt  KubjT_11.42b
adhaþ÷akteryàvadårdhvaü  SvaT_3.21c
adhaþ÷aktyà vinirgataya  SvaT_10.1235a
adhaþ÷iravyavasthità  KubjT_4.82b
adhaþsthàne nive÷itaþ  KubjT_11.80d
adhaþsrotaü tu vàmena  KubjT_8.51a
adhikaü kathitaü bhadre  KubjT_5.32a
adhikaü parikãrtitam  ToT_7.9d
adhikàrakùaye rudrà  SvaT_10.570c
adhikàrakùaye ÷àntà  SvaT_10.1213a
adhikàranimittàrthaü  KubjT_3.109c
adhikàrapadasthena  KubjT_19.104a
adhikàrapadaü gatà  SvaT_11.267b
adhikàrapadaü teùàü  KubjT_14.74c
adhikàrapadaü sarvaü  KubjT_10.133c
adhikàramalopetàs  SRtp_27a
adhikàrastathà bhogo  SvaT_4.187a
adhikàrastadà÷rayaþ  MrgT_1,13.190d
adhikàrasthathà bhogo  SvaT_4.163c
adhikàraü kariùyanti  KubjT_2.48a
adhikàraü tathaiva ca  SvaT_10.349d
adhikàraü tathaiva ca  SvaT_10.1268b
adhikàraü tu de÷ake  SvaT_4.475b
adhikàraü pa÷cimànvaye  KubjT_2.47d
adhikàraü prakalpayet  SvaT_4.469d
adhikàraü prakurute  SvaT_10.11c
adhikàraü prakurute  SvaT_10.130c
adhikàraü prakurute  SvaT_10.1171a
adhikàraü prakurvate  KubjT_21.46d
adhikàraü prakurvate  KubjT_21.60b
adhikàraü prakurvanti  SvaT_10.1212c
adhikàraü prakurvanti  SvaT_11.250c
adhikàraü prakurvanti  KubjT_14.76c
adhikàraü prabhutvatà  KubjT_3.123d
adhikàraþ ÷ivàj¤ayà  SvaT_4.472d
adhikàràj¤à prathamà  KubjT_3.120a
adhikàràtmikà hy eùà  KubjT_13.56a
adhikàrã sarvakàrã ca  KubjT_5.91a
adhikàro nivartate  SRtp_77d
adhikàro 'pi tacchakteþ  MrgT_1,7.16c
adhikàro yathà sthitaþ  KubjT_14.7d
adhikàro layaþ pare  KubjT_13.77b
adhikàro vivarjyatàm  SvaT_4.229d
adhikùiptas tiraskçta  SUp_5.39b
adhitiùñhati kàraõam  SRtp_117d
adhipatistu mahàdeva  SvaT_10.914a
adhimàsamçõaü càpi  Stk_11.3c
adhimàso vijçmbhikà  Stk_11.4b
adhivàsaü tataþ kçtvà  Stk_7.2a
adhivàsaü pravakùyàmi  SvaT_3.1a
adhivàsaü rajàüsi ca  SvaT_1.9d
adhivàse tathaiveha  SvaT_3.119a
adhiùñhàtà vyavasthitaþ  SvaT_11.37d
adhiùñhàtçtayà bhedam  SRtp_288a
adhiùñhàya tvadhastataþ  SvaT_11.17b
adhiùñhitaü ÷ivenaiva  SvaT_3.34a
adhãtya ÷çõuyàcchàstraü  MrgT_3.67a
adhãyãtàj¤ayà guroþ  SUp_7.25d
adhunà kathayàmi te  SvaT_4.230d
adhunà kathayàmi te  SvaT_4.322d
adhunà kathayàmi te  SvaT_7.26d
adhunà kathayàmi te  SvaT_11.113b
adhunà kathayàmi te  SvaT_11.227b
adhunà kathayiùyàmi  SvaT_11.126c
adhunà kathayiùyàmi  KubjT_11.5c
adhunà kathayiùyàmi  KubjT_14.58a
adhunà pakùamàsàü÷ca  SvaT_7.49c
adhunà ÷çõu kubjã÷e  KubjT_17.61a
adhunà÷rotum icchàmi  KubjT_8.2c
adhunà ÷rotum icchàmi  KubjT_11.2c
adhunà saüpravakùyàmi  SvaT_10.12c
adhunà saüpravakùyàmi  SvaT_10.285a
adhenuü dhenum ity eva  SUp_7.81a
adho-gàmi ÷iro-jalam  GorS(2)_79 (=HYP 3.71)b
adhogranthau vyavasthitaþ  SvaT_10.1130b
adhonàóãniku¤canàt  KubjT_12.59d
adhonàdasya kùãõasya  Stk_19.9a
adho nàbher nigadyate  GorS(2)_78b
adho bindu÷ikhànvitam  SvaT_7.221d
adho brahmabilaü devi  SvaT_11.28a
adhobhàge praropitaþ  SvaT_10.123d
adhobhàge pravartike  SvaT_4.243d
adhobhàge sthitaþ skandaþ  SUp_2.5a
adhobhàge 'sya yojayet  SvaT_8.20d
adhomadhyordhvabhàgeùu  SvaT_10.80c
adhomàrgapradàyakàþ  Dka_67b
adhomukhamavasthitam  Stk_11.15d
adhomukhàü viliptàïgàü  VT_272a
adhomukhena hçtpçùñhe  SvaT_3.143a
adhomukhordhvapàdàntaü  KubjT_22.12c
adho-meóhram evàbhidhãyate  GorS(1)_13d
adho-meóhràt pratiùñhitam  GorS(2)_20 (=1|13)d
adhordhvapràõasaücare  SvaT_7.93b
adhordhvaromamadhye tu  KubjT_17.73a
adhordhvaromasaüsthàne  KubjT_13.80a
adhordhvasampuñãkçtam  KubjT_8.102d
adhordhvaü nãyate jãvaþ  KubjT_14.35a
adhordhvaü saüvyavasthitam  SvaT_11.29d
adho viùõusamàyukto  SvaT_2.37c
adho vai yàtyadharmeõa  SvaT_4.250c
adhyardhàni sahasràõi  MrgT_1,13.87c
adhyàtmagaticàreõa  SvaT_5.53a
adhyàtma÷abdaråpàtmà  SvaT_7.107c
adhyàtmaü kurute bàhyaü  KubjT_25.123a
adhyàtmaü tu varànane  SvaT_7.167b
adhyàtmaü tu saradhipe  SvaT_7.55b
adhyàtmaü pudgalà÷ritàþ  KubjT_25.95d
adhyàtmàditrisàdhanam  MrgT_1,8.4b
adhyàtmikam ataþ ÷çõu  KubjT_5.107d
adhyàtmikaü bahi÷ caiva  KubjT_25.122a
adhyàyaiþ saptabhiþ smçtam  SUp_7.140b
adhyàsãyàpi dhårjañe  BhStc_95d
adhyàþ sàtipadà rucau  MrgT_1,13.138b
adhyuùñamàtràd uttãrõaü  KubjT_8.52c
adhruve jãvite sati  SUp_7.59b
adhvanaþ ùaóapi kramàt  SRtp_123b
