Yasodhara: Rasaprakasasudhakara 
Based on the ed. by Jivram Kalidas Sastri
Gondal : Rasasala Ausadhasram, 1940


Input by Oliver Hellwig



PADA INDEX


The transliteration emulates Devanagari script.
Therefore, word boundaries are usually not marked by blanks


___________________________________________________________________

THIS TEXT FILE IS FOR REFERENCE PURPOSES ONLY!   
COPYRIGHT AND TERMS OF USAGE AS FOR SOURCE FILE. 
                                       
Text converted to Classical Sanskrit Extended (CSX) encoding:
                                       
description             character  =ASCII   
                                       
long a                  à             224   
long A                  â             226   
long i                  ã             227   
long I                  ä             228   
long u                  å             229   
long U                  æ             230   
vocalic r               ç             231   
vocalic R               è             232   
long vocalic r          é             233   
vocalic l               ë             235   
long vocalic l          í             237   
velar n                 ï             239   
velar N                 ð             240   
palatal n               ¤             164   
palatal N               ¥             165   
retroflex t             ñ             241   
retroflex T             ò             242   
retroflex d             ó             243   
retroflex D             ô             244   
retroflex n             õ             245   
retroflex N             ö             246   
palatal s               ÷             247   
palatal S               ø             248   
retroflex s             ù             249   
retroflex S             ú             250   
anusvara                ü             252   
capital anusvara        ý             253   
visarga                 þ             254   

long e                  ¹             185   
long o                  º             186   
l underbar              ×             215   
r underbar              Ÿ             159   
n underbar              ­             173   
k underbar              É             201   
t underbar              Â             194   
                                       
Other characters of the CSX encoding table are not included.
Unless indicated otherwise, accents have been dropped in order 
to facilitate word search.             

For a comprehensive list of CSX and other GRETIL encodings 
and formats see:
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdiac.pdf
and
www.sub.uni-goettingen.de/ebene_1/fiindolo/gretil/gretdias.pdf
___________________________________________________________________





akùarà kuñajà tathà  YRps_9.7b
pàgavaþ sthalasàriõã  YRps_9.19b
pàcano dãpana÷caiva  YRps_5.56c
pàcayecca puñapàkayogataþ  YRps_8.11b
pàcayettãvravahninà  YRps_5.35b
pàcayedannamadhyataþ  YRps_2.15d
pàcayedbahubhiþ puñaiþ  YRps_2.79b
pàcayenmatimàn bhiùak  YRps_2.83b
pàcitaü cànnamadhye tu  YRps_2.9c
pàcitaü doùa÷ånyaü tu  YRps_5.14a
pàcitaü viùamuùñinà  YRps_11.124b
pàcitàü tu prayatnena  YRps_4.29c
pàcito jalayantrake  YRps_11.13b
pàcito'sau mahàtaile  YRps_2.10c
pàcyaü hema ca raktagairikasamaü saüjàyate ni÷citam  YRps_4.17d
pàñalà jalamålakà  YRps_9.15d
pàñaþ parpañikàbandho  YRps_2.3c
pàñhàrasena saümardya  YRps_2.30c
pàõóukùayaghnaü kaphanà÷anaü ca  YRps_7.48b
pàõóukùayanivàraõaþ  YRps_5.56b
pàõóujànudaràõi ca  YRps_4.34b
pàõóuyakùmàõameva ca  YRps_6.66b
pàõóuraü pa¤cavarõavat  YRps_5.80b
pàõóuraü svàdu ÷ãtalam  YRps_5.106b
pàõóu syàdvà kàpilaü toyahãnam  YRps_7.18b
pàtanaü rodhanaü samyak  YRps_1.23c
pàtanaü hi mahatkarma  YRps_1.47a
pàtàlakoùñhikà sà tu  YRps_10.37e
pàtàlaü bhådharàbhidham  YRps_10.6b
pàtita÷ca vióena hi  YRps_1.91b
pàtitaþ khalu rogahà  YRps_1.17b
pàtinã kathyate saiva  YRps_10.10a
pàtre kàcamaye 'thavà  YRps_1.110d
pàdàü÷asaüyutairmåùàü  YRps_5.125a
pàdàü÷aü ñaükaõaü dattvà  YRps_5.29a
pàdonañaïkabhàrà yà  YRps_6.71a
pànãyaü kvathitaü càsmin  YRps_4.63c
pàradasya tu mårcchanam  YRps_1.42b
pàradasya trayo bhàgà  YRps_11.91a
pàradasya da÷àùñamam  YRps_1.158b
pàradasya nigadyate  YRps_1.133b
pàradasya nibandhinã  YRps_10.28d
pàradasya niyàmanam  YRps_1.65b
pàradasya bhiùagvaraiþ  YRps_1.45b
pàradasya samasya ca  YRps_4.45b
pàradasyàtha raüjanam  YRps_1.152b
pàradasyàmçtaü param  YRps_5.90b
pàradaü gaüdhakaü ÷ulvaü  YRps_11.42a
pàradaü ñaükamànaü tu  YRps_11.105a
pàradaü palamekaü tu  YRps_11.39a
pàradaü rasakagaüdhatàlakaü  YRps_8.6a
pàradaþ kramate kùaõàt  YRps_1.137b
pàradaþ pàradaþ svayam  YRps_1.118d
pàradànàü bhiùagvaraiþ  YRps_1.26b
pàradànmukhakàrakam  YRps_1.87d
pàradena samanvitam  YRps_5.95b
pàrade bãjadhàriõã  YRps_6.14d
pàrado 'nyatame pàtre  YRps_1.147a
pàrado yena yantryate  YRps_10.1b
pàrvatãpuùpasaübhavaþ  YRps_6.37d
pàlà÷atilakà kùetrã  YRps_9.31a
pàùàõagairikaü cànyat  YRps_6.81c
pàùàõagairikaü caikaü  YRps_6.79a
pàùàõagairikaü proktaü  YRps_6.79c
pàùàõadalasaümi÷raü  YRps_5.80a
pàùàõadhàtusattvànàü  YRps_6.9a
pàùàõastu rasàyanaþ  YRps_6.36b
pàùàõà niþsaranti ye  YRps_4.59b
pàùàõã ÷ukanàsikà  YRps_9.14d
piõóãkçtaü lohapàtre  YRps_4.76a
pittajàn kàsasambhåtàn  YRps_4.34a
pittapàõóukùayaghnaü ca  YRps_5.106c
pittarogamalamocanaü sadà  YRps_7.51c
pittalaü dvividhaü proktaü  YRps_4.104a
pitta÷leùmavinà÷anaþ  YRps_5.119b
pittàsraghnaü ÷vàsakàsàdirogàn  YRps_7.13a
pidhànaü tàdç÷aü kuryàn  YRps_2.61c
pidhànena dvitãyena  YRps_1.127c
pidhànena mukhaü ruddhvà  YRps_2.86c
pidhànena yathà samyak  YRps_1.63a
pinàkaü càgnisaütaptaü  YRps_5.8a
pippalãmadhunà sàrdhaü  YRps_4.55c
pippalyà÷càvapetpalam  YRps_12.20d
piùñaü tacchràvasaüpuñe  YRps_5.81d
piùñikàü kàrayed budhaþ  YRps_2.80d
piùñistambho bhavettena  YRps_11.112a
piùñistaübhastu kartavyo  YRps_2.74c
piùñãkçtaü hi tatsatvaü  YRps_5.95a
piùñãmànaü viùaü tvaheþ  YRps_2.61b
piùñãstambhastu khoñakaþ  YRps_2.3b
piùñãü kçtvà prayatnataþ  YRps_11.91d
piùñai÷càpi kùoõinàgaiþ praliptam  YRps_7.34b
piùñyà golastu kartavyo  YRps_11.26a
piùñvà vaktraü nirundhayet  YRps_2.97b
piùñvà haüsapadãrasaiþ  YRps_5.16b
pãtakalkaü prajàyate  YRps_11.6b
pãtavarõamasçõaü ca vai guru  YRps_6.53a
pãtavarõaþ svarõakartà  YRps_1.20c
pãtavarõo bhavedyastu  YRps_6.30a
pãtavallã ca vijayà  YRps_9.4a
pãtàbhaü viùaraktadoùa÷amanaü sa÷vàsahidhmàpahaü  YRps_6.24a
pãtàbhà mçdu cedgurvã  YRps_4.106a
pãtà varàñikà yà tu  YRps_6.70a
puñadvàda÷ayogena  YRps_11.15c
puñayettadanaütaram  YRps_4.37d
puñayetsaptavàràõi  YRps_5.19a
puñayedagninà samyak  YRps_4.88c
puñayedda÷abhiþ puñaiþ  YRps_4.15b
puñayedda÷avàràõi  YRps_5.49e
puñaü tatra pradàtavyaü  YRps_2.26a
puñaü dadyàtprayatnataþ  YRps_6.34b
puñaü dadyàdgajàrdhakam  YRps_5.19b
puñaü vàràhasaüj¤itam  YRps_11.18b
puñaþ pa÷càtpradãyate  YRps_4.72d
puñàgniü dàpayettataþ  YRps_4.82d
puñàdhikyaü hi lohànàü  YRps_4.32c
puñàni trãõi dàpayet  YRps_2.27b
puñànyatra pradàpayet  YRps_4.30d
puñànyevaü kçte trãõi  YRps_11.19a
puñànyevaü pradeyàni  YRps_2.26c
puñànyevaü ÷aràvake  YRps_11.16b
puñànyevaü hi viü÷atiþ  YRps_11.59d
puñàstatra pradeyà÷ca  YRps_4.74c
puñitaü da÷avàreõa  YRps_4.19a
puñitànyaùñadhà punaþ  YRps_4.109d
puñito mriyate dhruvam  YRps_5.61d
puñecchåkarasaüj¤akaiþ  YRps_5.32d
puñedvaràheõa ca triü÷adevam  YRps_7.28d
puñedviü÷ativàrakam  YRps_4.72b
puñena vipaced dhãmàn  YRps_4.98c
puñe pakvaü kanãyasi  YRps_11.38b
puñairbhasmãbhavatyalam  YRps_4.12d
puñai÷ca da÷adhà puñet  YRps_5.93f
punarevaü tu kàrayet  YRps_11.103d
punarevaü punarnavà  YRps_5.17b
punarevaü prapårayet  YRps_11.129b
punarnavàyà vàsàyàþ  YRps_5.38c
punarnavàsindhucårõa-  YRps_4.80c
punarbhuvà vàsayà ca  YRps_5.49c
puna÷ca cakrikàü kçtvà  YRps_5.18a
punaþ satvaü hi niþsaret  YRps_5.42b
puràmbubhasmasåtena  YRps_4.14c
puùpakàsãsakaü ramyaü mardayedarkapatraje  YRps_11.58/a
puùpakàsãsasauràùñryau  YRps_1.32a
puùpàkhyaü hyaparaü guõai÷ca sahitaü sevyaü sadà rogahçt  YRps_6.62d
puùpàbhidhaü ca kàsãsaü  YRps_6.63a
puùpàüjanamihoditam  YRps_6.25d
puùpã ca girikarõikà  YRps_9.26d
puüvajraü yatprocyate càùñadhàraü  YRps_7.23a
påtibandho 'dhamàdhamaþ  YRps_2.5d
påtilohaü nigaditaü  YRps_4.3a
pårayetkokilaistàü tu  YRps_10.34a
pårayettamanantaram  YRps_10.41d
pårayetsatataü bhiùak  YRps_4.86b
pårayennimbukadravaiþ  YRps_2.86b
påritàü tàü tu mudrayet  YRps_10.45b
pårvagaõyastu rogahà  YRps_5.63b
pårvapiùñe nidhàpayet  YRps_12.4b
pårvavatpàcayed vahnau  YRps_11.103a
pårvavatpuñanaü kàryaü  YRps_11.17a
pårvavaddivasatrayam  YRps_1.46b
pårvasmàdalpakaü guõaiþ  YRps_6.81d
pårvaü pårvaü guõottaràþ  YRps_6.18b
pårvaü pårvaü ÷reùñhametatpradiùñaü  YRps_7.21a
pårvaü prakalpitaü cårõaü  YRps_4.87a
pårvaü ÷reùñhaü sarvadoùàpahaü syàt  YRps_7.23d
pårvaü sthàlyàü sthàpayedgaüdhakàrdham  YRps_4.51b
pårvàhõe bhiùajàj¤ayà  YRps_4.53*b
pårvoktaü ñaükamànakam  YRps_11.64d
pårvoktà mçttikà yà tu  YRps_10.14a
pårvoktàü sthàlikàü samyak  YRps_1.54c
pårvoktairauùadhaiþ sàrdhaü  YRps_1.56a
pçthak kçtvà tu ravakàn  YRps_5.41a
pçthak samàü÷aü kuru yatnatastataþ  YRps_3.53b
pçthagimà÷ca catuùpalabhàgikàþ  YRps_3.6c
peùaõaü tu prakartavyaü  YRps_4.72c
peùaõaü tu prakartavyaü  YRps_5.48c
peùaõàjjàyate piùñãr  YRps_4.28a
potakã ca viùaghnã ca  YRps_9.16c
postakaü palamekaü vai ÷uüñhãkarùaþ sità palaikà ca  YRps_13.14/a
prakàraþ kathito mayà  YRps_1.76b
prakàràþ kathitàþ pa¤ca  YRps_2.34c
prakàràþ santi noditàþ  YRps_4.4d
prakàràþ santyaneka÷aþ  YRps_6.9b
prakàro dãpanasya hi  YRps_1.70b
prakà÷itaü vaidyavareõa samyak  YRps_4.57b
prakà÷ito mayà samyak  YRps_2.101a
pracakùate ÷àstravidaþ puràõàþ  YRps_6.57d
prajàyate vistareõa  YRps_1.36c
praj¤àvarõau karoti hi  YRps_5.62d
praóhàlayettàü kadalãdale hi  YRps_3.56c
praóhàlayed bhçügarase trivàram  YRps_3.55d
praõatapàpaharaü bhavapàradam  YRps_1.4d
pratirasaü ca vi÷oùya hi bhakùayed  YRps_3.64a
prativalladvayaü kuryàt  YRps_11.47c
pratyahaü kùàlayedràtrau  YRps_2.66c
pratyekaü vai ÷àõamàtrà vidheyà  YRps_8.17b
pratyekaü hi vimardayet  YRps_1.75b
prathama÷cauùadhàdiùu  YRps_5.118d
prathamaü jàrita÷caiva  YRps_1.130c
prathamaü tadudãritam  YRps_7.3b
prathamaü pàradotpattiü  YRps_1.5a
prathamaü màkùikaü svarõaü  YRps_5.78c
prathamo hemavimalo  YRps_5.91a
pradar÷iteyaü khalu roganà÷inã  YRps_3.59b
pradràvayettaü badarasya càgninà  YRps_3.55c
pradhamedekabhastrayà  YRps_10.37d
pradhamedvaükanàlataþ  YRps_10.39b
pradhàvitaþ såtavara÷caturùu  YRps_1.15a
pradhmàte kharpare jvàlà  YRps_5.126a
prabhåtabalahetave  YRps_6.38d
pramehàõàü ca nà÷anam  YRps_4.113b
pramehàn vàtajàn rogàn  YRps_4.103a
prayàntyeva na saü÷ayaþ  YRps_5.113b
pravàlaü ruciraü bhavet  YRps_11.140b
pravàlàbhaþ ÷alàkàóhyaþ  YRps_6.76a
prasiddhaü netrarogahà  YRps_6.63b
prasthamikùurasasya ca  YRps_12.19b
prasthaü sitàrdhàóhakamatra deyam  YRps_12.9d
prasthàrdhamànàü pçthageva kuryàt  YRps_12.9b
prasthàrdhaü ÷uddhagandhakam  YRps_11.39b
praharadvayamàtraü ced  YRps_5.86c
praharayugmamitaü ca ÷ilàtale  YRps_3.10c
prahitaü dvidinàvadhi  YRps_1.106b
pràkàro'sti sa veda÷àstraniratairviprai÷ca saü÷obhitaþ  YRps_13.16b
pràcyàü yàmyàü pratãcyàü ca  YRps_1.19c
pràtarutthàya mardayet  YRps_6.44b
pràtaþ prabhakùediha karùamàtram  YRps_12.11b
pràtaþ sàyaü bhakùitaü vallamàtraü  YRps_8.35a
pràde÷apramità tathà  YRps_10.38b
pràde÷amàtraü kartavyaü  YRps_10.33a
pràde÷amàtrà bhittiþ syàd  YRps_10.32c
prànte tasya parà gatirhi niyataü satyaü ÷ivenoditam  YRps_3.65d
pràpnoti paramàü gatim  YRps_1.165d
proktaü jàraõakaü tathà  YRps_1.24d
proktaü mehapraõà÷anam  YRps_4.94b
proktaü vai tadvàrinãlaü bhiùagbhir  YRps_7.43c
proktà nàgàrjunàdibhiþ  YRps_2.76d
procyante 'tra mayà khalu  YRps_1.7b
procyante rasa÷àstrataþ  YRps_9.22b
procyante ÷àstravartmanà  YRps_9.12b
plãhaü gulmaü gude ÷ålaü  YRps_6.66c
phale dhaurte nive÷ayet  YRps_2.14b
phalguþ ÷iü÷ã ca mallikà  YRps_9.28b
phullikà khañikà tadvat  YRps_6.12a
phullikà lohamàraõã  YRps_6.13b
baddhastu tena vidhinà  YRps_2.11a
baddhaü såtavaraü gràhyaü  YRps_2.99a
baddhaþ ÷ivasamo bhavet  YRps_2.79f
baddhaþ såtavaro'pyalam  YRps_2.17f
baddhàü tu rasapoñalãm  YRps_1.34b
baddhe rasavare sàkùàt  YRps_1.149a
badhyate pàradaþ svayam  YRps_2.69d
badhyate mauktikaü ÷reùñha-  YRps_11.137c
badhyate såtakaþ sadà  YRps_2.16d
bandhanasyàtha kàraõam  YRps_2.4d
bandhanasyàpi pàrade  YRps_2.12b
bandhamàpnoti såtendraþ  YRps_2.27c
bandhamàyàti ni÷citam  YRps_2.31b
bandhamàyàti pàradaþ  YRps_2.63b
bandhamàyàti vegena  YRps_2.55c
bandhamàyàti såtendraþ  YRps_1.130a
bandhåkapuùpasadç÷aü  YRps_5.104a
babbålamålikàkvàthaü  YRps_6.60a
balakaraþ paramo'pi hi kàntikçt  YRps_3.21d
balakarà sukarà sukhasiddhidà  YRps_3.30f
balavattvaü vi÷eùeõa  YRps_1.69c
balà càtibalà nàga-  YRps_9.24a
balà dantã mahàbalà  YRps_9.24b
balivasagiricårõaiþ kàntapàtre sudagdham  YRps_11.35b
balivasàü ca ghçtena vimardayed  YRps_3.39c
balivasàü ca samàü kuru tadbhiùak  YRps_3.19d
bahirmalavinà÷àya  YRps_1.40c
bahudhà bahubhirbudhaiþ  YRps_4.101d
bahuladoùaharo'pi bhavettathà  YRps_3.5c
bahusatvaü rasàyanam  YRps_6.3b
baügaü tu dvividhaü proktaü  YRps_4.79a
baügaü bhàgadvayaü tathà  YRps_11.95b
baügaü vallamitaü kuru  YRps_11.106b
baügaü vàtakaraü råkùaü  YRps_4.91c
baügaü vàtakaraü råkùaü  YRps_4.94a
baügaü stambhayate dhruvam  YRps_11.109f
baüdhanaü kàrayed bhiùak  YRps_2.8d
baüdhanaü pàradasya ca  YRps_2.57d
baüdha÷caturvidhaþ prokto  YRps_2.2a
bàla÷ca kathyate so'pi  YRps_1.115c
bàlànàü rogaharaõaü  YRps_5.99a
bàhyagà sidhyati drutiþ  YRps_1.100d
bàhyadrutikriyàkarma  YRps_1.99c
bàhyadrutividhànaü hi  YRps_1.97a
bàhyà sà kathyate drutiþ  YRps_1.99b
bióamadhye sadà hità  YRps_6.73d
bióaü hi kathyate tadvat  YRps_6.90a
bióena ùoóa÷àü÷ena  YRps_1.90c
bióena sahitaü caiva  YRps_1.82a
bindu÷aþ kàcabhàjane  YRps_6.48b
bãjapårarasena vai  YRps_6.89b
bãjasya kavalaü nyaset  YRps_1.88d
bãjaü ca kalkami÷raü hi  YRps_1.127a
bãjaü ÷àõapramàõaü hi  YRps_2.93c
bãjànàmàóhakaü navam  YRps_12.17b
bãjàni pàradasyàpi  YRps_1.138c
bãjànyeraõóajànyeva  YRps_6.7a
bãjànyeva tu mardayet  YRps_6.6b
buddhivardhanakaraü ca dãpanam  YRps_7.51b
bubhukùà vyàpakatvaü ca  YRps_1.66c
bubhukùitarasasyàsye  YRps_1.104c
bçhatã garuóã tathà  YRps_9.16d
bodhavallã sattvagandhà  YRps_9.8c
bhakùaõaü càbhrakasya hi  YRps_1.78b
bhakùaõãyà ni÷àmukhe  YRps_13.4d
bhakùayatyeva càbhrasya  YRps_1.79c
bhakùayennàtra saü÷ayaþ  YRps_1.85b
bhakùitaü candrikàyuktam  YRps_5.28c
bhakùitaü sàrayed dhruvam  YRps_6.59d
bhakùitaü hanti vegena  YRps_6.66a
bhakùità jvaragaõàn nihantyayaü  YRps_8.4e
bhakùità madhunà sàrdhaü  YRps_3.44c
bhakùità÷caiva ye nityaü  YRps_8.26c
bhakùite càbhrasattve tu  YRps_1.86a
bhakùito rogahà bhavet  YRps_1.162d
bhakùedràtrau pàyayettaüóulodaü  YRps_8.33a
bharjayed ghçtamadhye tu  YRps_5.48a
bharjayeddhårtatailena  YRps_2.32c
bharjitaü da÷avàràõi  YRps_5.31a
bhallàtakabhave taile  YRps_4.80a
bhallàtakaiùñaükaõai÷ca  YRps_5.124c
bhallàtaü và vedabhàgaü tathaiva  YRps_8.21d
bhavati karmavipàkajarogahà  YRps_3.13d
bhavati khalvatalena ca kuññitaþ  YRps_3.27b
bhavati gadagaõànàü nà÷anaü yena sadyo  YRps_8.1a
bhavati tena mahàrasapoñalã  YRps_3.30d
bhavati raktarasastalabhasmasàt  YRps_3.16d
bhavati rogavighàtakaraþ svayam  YRps_3.12b
bhavati varõacatuùñayabhåùitam  YRps_3.1d
bhavati vallamito madhunà yutaþ  YRps_3.34b
bhavati vàjikaraþ sukhadaþ sadà  YRps_3.17b
bhavati ÷uddhatamo daradodbhavaþ  YRps_3.5d
bhavati sàratamà rasaparpañã  YRps_3.41c
bhavati såtavaraþ sukhadaþ sadà  YRps_3.9d
bhavetsukàntaü hi niràmayaü ca  YRps_6.32d
bhavedgurjarake de÷e  YRps_6.87a
bhavedviü÷atime puñe  YRps_5.24d
bhaved vçntàkamåùikà  YRps_10.22b
bhastrayà dhmàpayetsamyak  YRps_11.70c
bhastrikàdvitayena ca  YRps_5.58d
bhastrikàdvitayena tàn  YRps_5.40b
bhastrikàdvitayenaiva  YRps_1.95a
bhastrikàü pradhametkhalu  YRps_10.34b
bhasmatvaü såtakasya ca  YRps_1.6b
bhasmanà lavaõenaiva  YRps_1.128a
bhasma bhåtisamo bhavet  YRps_2.3d
bhasma måùopari nyasya  YRps_11.113c
bhasmãbhavati ni÷citam  YRps_4.73b
bhasmãbhåtaü ÷ilàjatu  YRps_5.111b
bhàgamekaü tu rajataü  YRps_4.27a
bhàgamekaü prakalpayet  YRps_13.7d
bhàgaü caikaü mi÷rayennàgaphenam  YRps_8.32b
bhàgaü vimardyàtha mçtaü hi vajram  YRps_7.37b
bhàgàstraya÷caiva hi såtakasya  YRps_7.37a
bhàgàü÷catuùpalàüstatra  YRps_12.20c
bhàgàüstrãneva kàrayet  YRps_11.24b
bhàgaikaü tàpyakaü såtàd  YRps_11.24a
bhàgaikaü trapu cottamam  YRps_4.111b
bhàgaikaü rajatasya hi  YRps_11.91b
bhàgaikaü svarõagairikam  YRps_13.8b
bhàgaikaþ syàtpàradaþ ÷odhita÷ca  YRps_8.14a
bhàgairvçddhaü kàrayecca krameõa  YRps_8.19b
bhàjanàni ca catvàri  YRps_2.62c
bhàõóe sthàpyaü mudritavyaü prayatnàt  YRps_8.27d
bhàràóhyà ÷yàmikà bhavet  YRps_6.16d
bhàvanàü postatoyena  YRps_13.8c
bhàvayeddinasaptakam  YRps_11.16d
bhàvayedvàsaratrayam  YRps_11.96d
bhàvitaü ÷uddhimçcchati  YRps_6.82b
bhàvità saptavàreõa  YRps_6.19a
bhittvà måùàgataü såtaü  YRps_2.49a
bhuktapàkaü karoti tat  YRps_6.69d
bhujagajitarasendro vedhayellakùavedhã  YRps_11.35d
bhågaõóàdisamastadoùarahitaü ÷rãpåjyapàdoditam  YRps_11.90/b
bhågarte golakaü nyaset  YRps_2.67d
bhåtakaõóåkùayàpahà  YRps_6.21d
bhåtake÷ã kçùõalatà  YRps_9.2c
bhåtanut puùpahçt striyàþ  YRps_6.10b
bhåtàdidoùatrayanà÷anaü paraü  YRps_7.7c
bhåtãbhavati ni÷citam  YRps_4.32b
bhåtonmàdanivàraõaü smçtikaraü ÷ophàmayadhvaüsanaü  YRps_5.27c
bhåtonmàdàn netrarogàn nihanyàt  YRps_7.13c
bhådhare kutra cetpràptaü  YRps_4.22a
bhånàgamçttikà tulyà  YRps_10.13c
bhånàgaviñ tathà kùaudraü  YRps_1.124c
bhånàgasattvamåùàyàü  YRps_11.56a
bhånàgasatvasaüyuktaü  YRps_5.76a
bhånàgasatvena samaü vimardya  YRps_7.36a
bhåpadminã gonasà ced  YRps_9.2a
bhåmisthàü màsayugmena  YRps_2.98c
bhåmau nikhanyamànàü hi  YRps_10.28a
bhåmau nidhàya tatpàtraü  YRps_6.34a
bhåmyàm àóhàlayet sattvaü  YRps_5.127a
bhåmyàü vai khanayedgartaü  YRps_10.41a
bhåyo bhåyaþ pibeddhãmàn  YRps_6.60c
bhåricchidrasamanvitam  YRps_10.38d
bhårjapatramabhiveùñya golake  YRps_7.60c
bhårjapatreõa veùñayet  YRps_1.33d
bhårjapatrairmukhaü ruddhvà  YRps_1.109a
bhårjavatsåkùmapatràõi  YRps_2.72a
bhçïgãtailaü viùaü caiva  YRps_1.140c
bhçïgãpattrabhavaü cårõaü  YRps_13.8a
bhçùñaü tathàjyena sitàsametam  YRps_12.12d
bhçügaràjarasena vai  YRps_5.55b
bhçügaràjarasena hi  YRps_2.95d
bhçügaràjarasenaiva  YRps_2.30a
bhçügaràjarasenaiva  YRps_6.27a
bhçügaràjarase svinnaü  YRps_6.64a
bhçügãrasena ca tathà  YRps_2.96a
bhçügyudbhavena ca tathà  YRps_2.82c
bhekaparõyuruvubhçügaràjakaiþ  YRps_3.62c
bhedà÷catvàra eva ca  YRps_1.10b
bhedàþ santãha ùoóa÷a  YRps_5.5d
bhojayettakrabhaktaü ca  YRps_6.43c
bhràmakaü tadihocyate  YRps_4.60d
magadhajàmadhunà saha gu¤jikà-  YRps_3.12c
ma¤jiùñhà citrapàlikà  YRps_9.17b
ma¤jåùàkàramåùà sà  YRps_10.27c
maõibandhastu madhyamaþ  YRps_2.5b
maõóåkã kùãragandhikà  YRps_9.9b
maõóåkã cottamà tathà  YRps_9.17d
matsyakacchapamaõóåka-  YRps_1.123c
matsyàkùyà sapunarbhuvà  YRps_5.23d
matsyàkùyà haüsapadyà÷ca  YRps_5.39a
madanavçddhikaraþ paramo nçõàm  YRps_3.34d
mado darpa÷ca vai kramàt  YRps_1.26d
madhukaü cà÷vagandhàü ca  YRps_12.18a
madhutailavasàjyeùu  YRps_5.45c
madhuplutaü bhakùitamardhayàmàt  YRps_12.15c
madhusaiüdhavasaüyutà  YRps_2.105b
madhyagartopari dçóham  YRps_10.37b
madhyabhàjanakopari  YRps_11.137b
madhyaü prajvàlayecca tàm  YRps_6.47d
madhye tatsaüpuñaü muktvà  YRps_4.10a
madhye 'timasçõãkçtaþ  YRps_1.39b
madhye 'timasçõãkçtà  YRps_1.122b
madhye tu kàcaghañikàü  YRps_2.98a
madhye dravyaü tu vinyaset  YRps_10.49b
madhye dravyaü tu vinyaset  YRps_10.50b
madhye pàradakaü muktvà  YRps_11.129a
madhye ÷ulbaü sthàpanãyaü prayatnàt  YRps_4.51c
madhye saüsthàpya mudrikàm  YRps_11.49d
madhye såtaü nidhàpayet  YRps_1.136b
madhvàjyami÷ritaü bhu¤jyàd  YRps_12.6a
manaþ÷ilà triprakàrà  YRps_6.16a
manaþ÷ilà pa¤caguõà  YRps_5.96a
manaþ÷ilà padmanibhà  YRps_11.10a
manaþ÷ilàluïgarasaiþ  YRps_5.110a
mandavahnau ca prapuñet  YRps_11.29c
mandàgnikùayapittahçt  YRps_5.99d
mandàgnimudaràõyevam  YRps_5.51c
mayàpi sadvaidyahitàya nånaü  YRps_3.59a
mayà saükùepataþ proktaü  YRps_1.157a
maricayugmamitàü sukhadàü sadà  YRps_3.42b
maricaü ÷igruñaükaõe  YRps_1.67b
markasphoñã dhanvayàsaþ  YRps_9.19a
mardako 'tra da÷àügulaþ  YRps_1.39d
mardanàttãkùõacårõena  YRps_1.154c
mardayecca samamàtramekataþ  YRps_8.6c
mardayetkanyakàdravaiþ  YRps_4.75d
mardayetkanyakàdràvair  YRps_2.94a
mardayetkanyakàrase  YRps_2.59d
mardayet kà¤jikaistryaham  YRps_1.40b
mardayetkçtamàlakaiþ  YRps_6.40b
mardayet triphalakàmbubhirdçóham  YRps_8.10d
mardayetpåravàriõà  YRps_4.89b
mardayetsaptavàsaràn  YRps_2.65d
mardayedekavàsaram  YRps_6.5d
mardayedekavàsaram  YRps_11.102b
mardayedekaviü÷atim  YRps_1.74d
mardayed dinam ekaü tu  YRps_4.18c
mardayed dinamekaü tu  YRps_4.27c
mardayeddinamekaü tu  YRps_11.95c
mardayed dinasaptakam  YRps_2.12d
mardayeddinasaptakam  YRps_2.24d
mardayeddinasaptakam  YRps_2.29d
mardayeddinasaptakam  YRps_11.2d
mardayeddinasaptakam  YRps_11.8d
mardayed yàmamàtrakam  YRps_4.97d
mardayennimbukadravaiþ  YRps_2.103b
mardayennimbukadràvair  YRps_2.73a
mardayennimbukai rasaiþ  YRps_11.12b
mardayennimbunãreõa  YRps_11.24c
mardayenmatimànbhiùak  YRps_5.38b
mardayenmadhunà saha  YRps_13.4b
mardayellakucavàriõà khalu  YRps_7.57b
marditaü puñitaü ghanam  YRps_5.24b
marditaü vedhakçd bhavet  YRps_1.142b
marditaü ÷uùkameva ca  YRps_5.81b
marditaü samamàtrakam  YRps_5.66b
marditaþ pàradastryaham  YRps_2.8b
marditaþ puñito mçtim  YRps_5.93d
mardità mahiùãkùãre  YRps_10.12a
marditàü hi ÷ilàtale  YRps_4.30b
marditai÷ca da÷aniübukadravai  YRps_8.4c
malo viùaü tathà vahnir  YRps_1.26c
malladvitayasaüpuñàt  YRps_10.24b
masçõakhalvatale trivàsaram  YRps_3.63d
masçõaü svarõagairikam  YRps_6.80b
masçõàïgã tu susnigdhà  YRps_4.106c
masçõàü tu prakàrayet  YRps_11.135d
mahacca kamalacchàyaü  YRps_7.4a
mahàgirau ÷ilàntastho  YRps_6.85a
mahàpuñamidaü proktaü  YRps_10.43a
mahàbhairavapåjanàt  YRps_1.100b
mahàmåùeti sà proktà  YRps_10.26c
mahàrase coparase  YRps_5.113c
mahàsiddhikaraü yatsyàt  YRps_1.120c
